,id,primary_name,prefix,name,public_references,collection_date
41245,31834,INFORUM Verlags- und Verwaltungsgesellschaft mbH,10.53925,INFORUM Verlags- und Verwaltungsgesellschaft mbH,True,20211223
41247,31835,Chemical Engineering,10.53709,Chemical Engineering,True,20211223
41249,31837,Pusat Pengembangan dan Pemberdayaan Pendidik dan Tenaga Kependidikan Matematika,10.53717,Pusat Pengembangan dan Pemberdayaan Pendidik dan Tenaga Kependidikan Matematika,True,20211223
41251,31838,KHD Production,10.53713,KHD Production,True,20211223
41253,31840,"Edizioni Internazionali srl, Divisione EDIMES Edizioni Medico-Scientifiche",10.53854,"Edizioni Internazionali srl, Divisione EDIMES Edizioni Medico-Scientifiche",True,20211223
41255,31841,Pakistan Journal of Kidney Diseases,10.53778,Pakistan Journal of Kidney Diseases,True,20211223
41257,31842,Fakultas Teknik - Universitas Madura,10.53712,Fakultas Teknik - Universitas Madura,True,20211223
41259,31843,National Academy of Educational Management,10.53750,National Academy of Educational Management,True,20211223
41261,31844,Committee of Fiscal Studies,10.54534,Committee of Fiscal Studies,True,20211223
41263,31847,Genel Turk Tarihi Arastirmalari Dergisi,10.53718,Genel Turk Tarihi Arastirmalari Dergisi,True,20211223
41265,31850,Federal Research Center for Information and Computational Technologies,10.25743,Federal Research Center for Information and Computational Technologies,True,20211223
41267,31852,Kormoproizvodstvo,10.25685,Kormoproizvodstvo,True,20211223
41269,31853,Kuban State Technological University,10.26297,Kuban State Technological University,True,20211223
41271,31856,Otu Institute of Research and Training (OIRT),10.53944,Otu Institute of Research and Training (OIRT),True,20211223
41273,31857,"Universidad de Los Andes, Venezuela",10.53766,"Universidad de Los Andes, Venezuela",True,20211223
41275,31858,Tyndale House,10.53751,Tyndale House,True,20211223
41277,31859,Sociedade Brasileira de Historia da Ciencia,10.53727,Sociedade Brasileira de Historia da Ciencia,True,20211223
41279,31860,Publishing House &quot;SPORT&quot;,10.53725,"Publishing House ""SPORT""",True,20211223
41281,31861,Orel State Institute of Culture,10.53722,Orel State Institute of Culture,True,20211223
41283,31862,"Journal of Communication, Sociology and History Studies",10.53723,"Journal of Communication, Sociology and History Studies",True,20211223
41285,31863,Welfare Universe,10.53724,Welfare Universe,True,20211223
41287,31864,Korean Marketing Association (AMJ),10.53728,Korean Marketing Association (AMJ),True,20211223
41289,31867,"SVKM'S Narsee Monjee Institute of Management Studies (NMIMS), Deem-to-be-University, Hyderabad",10.53908,"SVKM'S Narsee Monjee Institute of Management Studies (NMIMS), Deem-to-be-University, Hyderabad",True,20211223
41291,31871,Research and Production Center for Microbiology and Virology,10.53729,Research and Production Center for Microbiology and Virology,True,20211223
41293,31877,"Symbiosis Institute of Business Management, Pune",10.53739,"Symbiosis Institute of Business Management, Pune",True,20211223
41295,31879,Choref Mikhail Mikhailovich,10.53737,Choref Mikhail Mikhailovich,True,20211223
41297,31880,"Asociacion Colombiana de Endocrinologia, Diabetes y Metabolismo",10.53853,"Asociacion Colombiana de Endocrinologia, Diabetes y Metabolismo",True,20211223
41299,31881,Anapub Publications,10.53759,Anapub Publications,True,20211223
41301,31882,World Federation of Neuroscience,10.53760,World Federation of Neuroscience,True,20211223
41303,31883,"Future Korea Institute, Kookmin University",10.53743,"Future Korea Institute, Kookmin University",True,20211223
41305,31884,"Kuban State University of Physical Culture, Sports and Tourism",10.53742,"Kuban State University of Physical Culture, Sports and Tourism",True,20211223
41307,31885,Universitas Darma Persada,10.53744,Universitas Darma Persada,True,20211223
41309,31886,Morgana Potrich Higher Education Center,10.53740,Morgana Potrich Higher Education Center,True,20211223
41311,31887,13RUS Print,10.53741,13RUS Print,True,20211223
41313,31889,Catholic Faculty of Theology,10.53745,Catholic Faculty of Theology,True,20211223
41315,31890,Balai Diklat Keagamaan Palembang,10.53746,Balai Diklat Keagamaan Palembang,True,20211223
41317,31891,Vietnam Atomic Energy Institute,10.53747,Vietnam Atomic Energy Institute,True,20211223
41319,31892,Yayasan Appsikon Wedyatama Indonesia,10.53748,Yayasan Appsikon Wedyatama Indonesia,True,20211223
41321,31893,Asia-Pacific Publishing Group,10.53789,Asia-Pacific Publishing Group,True,20211223
41323,31894,Akademi Komunikasi Media Radio & TV Jakarta,10.53856,Akademi Komunikasi Media Radio & TV Jakarta,True,20211223
41325,31895,Revista Nova Prime,10.53774,Revista Nova Prime,True,20211223
41327,31896,CoachI Creative Co.,10.53775,CoachI Creative Co.,True,20211223
41329,31897,"Centro de Politica Digital Para America Latina, AC",10.53857,"Centro de Politica Digital Para America Latina, AC",True,20211223
41331,31900,Noks Publishing,10.53790,Noks Publishing,True,20211223
41333,31903,"Alumni Association of Occupational Medicine Magister, Faculty of Medicine, Universitas Indonesia",10.53773,"Alumni Association of Occupational Medicine Magister, Faculty of Medicine, Universitas Indonesia",True,20211223
41335,31905,Perkumpulan Alumni dan Santri Mahyajatul Qurro',10.53754,Perkumpulan Alumni dan Santri Mahyajatul Qurro',True,20211223
41337,31906,Popular Music Contents Society,10.53755,Popular Music Contents Society,True,20211223
41339,31907,BPJS Kesehatan,10.53756,BPJS Kesehatan,True,20211223
41341,31909,Korea Disease Control and Prevention Agency,10.53758,Korea Disease Control and Prevention Agency,True,20211223
41342,31909,Korea Disease Control and Prevention Agency,10.24171,Korea Centers for Disease Control and Prevention,True,20211223
41344,31910,Brabdo for Educational Services,10.53796,Brabdo for Educational Services,True,20211223
41346,31912,Verlag Scheidegger & Spiess AG,10.53788,Verlag Scheidegger & Spiess AG,True,20211223
41348,31916,Al-Qamar Islamic Research Institute,10.53762,Al-Qamar Islamic Research Institute,True,20211223
41350,31919,Centro De Investigacion Especializada Maros Sociedad Anonima Cerrada - Cinemaros SAC,10.53820,Centro De Investigacion Especializada Maros Sociedad Anonima Cerrada - Cinemaros SAC,True,20211223
41352,31920,Sensei Journal Publisher,10.53768,Sensei Journal Publisher,True,20211223
41354,31921,Dosen Muslim Indonesia,10.53769,Dosen Muslim Indonesia,True,20211223
41356,31922,Yayasan Ahmad Mansyur Nasirah,10.53770,Yayasan Ahmad Mansyur Nasirah,True,20211223
41358,31924,Rescue Press and Service SA,10.53767,Rescue Press and Service SA,True,20211223
41360,31926,European University Continuing Education Network,10.53807,European University Continuing Education Network,True,20211223
41362,31929,Scientific Research Archives,10.53771,Scientific Research Archives,True,20211223
41364,31930,National Medicos Organisation,10.53772,National Medicos Organisation,True,20211223
41366,31931,Khulna University,10.53808,Khulna University,True,20211223
41368,31938,STIE Wikara Purwakarta,10.54010,STIE Wikara Purwakarta,True,20211223
41370,31941,"Institute of Juridical, Political and Sociological Research",10.53783,"Institute of Juridical, Political and Sociological Research",True,20211223
41372,31942,Lambung Mangkurat University,10.53781,Lambung Mangkurat University,True,20211223
41374,31943,Turkish Association for Landscape Architecture Education & Science - PEMDER,10.53784,Turkish Association for Landscape Architecture Education & Science - PEMDER,True,20211223
41376,31944,Instituto Educar Rede,10.53782,Instituto Educar Rede,True,20211223
41378,31947,Open Development and Education Limited,10.53832,Open Development and Education Limited,True,20211223
41380,31948,The University of the Witwatersrand,10.54223,The University of the Witwatersrand,True,20211223
41382,31949,Rochester Regional Health,10.53785,Rochester Regional Health,True,20211223
41384,31950,Bulletin of Pirogov National Medical & Surgical Center,10.25881,Bulletin of Pirogov National Medical & Surgical Center,True,20211223
41386,31951,Real Academia de Bellas Artes de San Fernando,10.53786,Real Academia de Bellas Artes de San Fernando,True,20211223
41388,31952,Cahaya Abadi Publisher,10.53787,Cahaya Abadi Publisher,True,20211223
41390,31953,Imgelem (Imagination),10.53791,Imgelem (Imagination),True,20211223
41392,31955,"National Association of Teachers of Singing, Inc",10.53830,"National Association of Teachers of Singing, Inc",True,20211223
41394,31957,Center for Large Landscape Conservation,10.53847,Center for Large Landscape Conservation,True,20211223
41396,31960,Cairo Institute for Human Rights Studies,10.53833,Cairo Institute for Human Rights Studies,True,20211223
41398,31961,"Institute for Research and Development, Suan Sunandha Rajabhat University",10.53848,"Institute for Research and Development, Suan Sunandha Rajabhat University",True,20211223
41400,31962,Universidad Catolica de Salta,10.53794,Universidad Catolica de Salta,True,20211223
41402,31963,CV Al-Kahf Digital Inovasi,10.53801,CV Al-Kahf Digital Inovasi,True,20211223
41404,31964,American International University - Bangladesh,10.53799,American International University - Bangladesh,True,20211223
41406,31965,Supremo Tribunal Federal,10.53798,Supremo Tribunal Federal,True,20211223
41408,31966,Balai Diklat Keagamaan Jakarta,10.53800,Balai Diklat Keagamaan Jakarta,True,20211223
41410,31969,Belugyminiszterium,10.53793,Belugyminiszterium,True,20211223
41412,31972,Sekolah Tinggi Agama Islam Sumatera Medan,10.53802,Sekolah Tinggi Agama Islam Sumatera Medan,True,20211223
41414,31973,Pena Cendekia Insani,10.53806,Pena Cendekia Insani,True,20211223
41416,31974,Sam Satinalmamotoru Bilgi Teknolojileri Ve Ticaret A.S.,10.53804,Sam Satinalmamotoru Bilgi Teknolojileri Ve Ticaret A.S.,True,20211223
41418,31975,Turler ve Habitatlar / Species and Habitats,10.53803,Turler ve Habitatlar / Species and Habitats,True,20211223
41420,31976,Data in Science Editora ltda,10.53805,Data in Science Editora ltda,True,20211223
41422,31979,Posseible: Journal of Philosophy,10.53849,Posseible: Journal of Philosophy,True,20211223
41424,31980,Tecnologico de Antioquia Institucion Universitaria,10.53995,Tecnologico de Antioquia Institucion Universitaria,True,20211223
41426,31983,Prima Center Indonesia,10.53878,Prima Center Indonesia,True,20211223
41428,31984,Russian Expert School,10.53822,Russian Expert School,True,20211223
41430,31985,STIE Serelo Lahat,10.53812,STIE Serelo Lahat,True,20211223
41432,31986,Moscow Institute of Physics and Technology,10.53815,Moscow Institute of Physics and Technology,True,20211223
41434,31987,STT Erikson Tritt Manokwari,10.53827,STT Erikson Tritt Manokwari,True,20211223
41436,31988,Persatuan Guru Republik Indonesia Kota Banjarbaru,10.53813,Persatuan Guru Republik Indonesia Kota Banjarbaru,True,20211223
41438,31989,Duzce University,10.53811,Duzce University,True,20211223
41440,31990,"Fundacao Instituto de Pesquisas Contabeis, Atuariais e Financeiras (Fipecafi)",10.53826,"Fundacao Instituto de Pesquisas Contabeis, Atuariais e Financeiras (Fipecafi)",True,20211223
41442,31991,Sekolah Tinggi Teologi Kalvari Manado,10.53814,Sekolah Tinggi Teologi Kalvari Manado,True,20211223
41444,31992,Ikatan Sarjana Gizi Indonesia (ISAGI),10.53823,Ikatan Sarjana Gizi Indonesia (ISAGI),True,20211223
41446,31993,Sekolah Tinggi Ilmu Ekonomi Jayakarta,10.53825,Sekolah Tinggi Ilmu Ekonomi Jayakarta,True,20211223
41448,31994,Amcolabora Learning and Research Institute,10.53824,Amcolabora Learning and Research Institute,True,20211223
41450,31995,Medical Institute after Mehrabyan,10.53821,Medical Institute after Mehrabyan,True,20211223
41452,31996,Fakultas Teknik Universitas Wijaya Kusuma Purwokerto,10.53810,Fakultas Teknik Universitas Wijaya Kusuma Purwokerto,True,20211223
41454,31997,Special Materials Corporation,10.53816,Special Materials Corporation,True,20211223
41456,31999,Accounting Scholar Forum,10.53923,Accounting Scholar Forum,True,20211223
41458,32000,African Research Opinion Communication (AROC),10.53858,African Research Opinion Communication (AROC),True,20211223
41460,32001,Optical Society of Malaysia,10.54087,Optical Society of Malaysia,True,20211223
41462,32003,Universidad Antonio Ruiz de Montoya,10.53870,Universidad Antonio Ruiz de Montoya,True,20211223
41464,32004,Revista Amazonense de Geriatria e Gerontologia,10.53817,Revista Amazonense de Geriatria e Gerontologia,True,20211223
41466,32006,NTT Science and Core Technology Laboratory Group,10.53829,NTT Science and Core Technology Laboratory Group,True,20211223
41468,32008,Corpus Publishers,10.54026,Corpus Publishers,True,20211223
41470,32009,Binaytara Foundation,10.53876,Binaytara Foundation,True,20211223
41472,32010,Stikes Satria Bhakti Nganjuk,10.53835,Stikes Satria Bhakti Nganjuk,True,20211223
41474,32011,Universitas Pembangunan Nasional Veteran Jakarta,10.53834,Universitas Pembangunan Nasional Veteran Jakarta,True,20211223
41476,32011,Universitas Pembangunan Nasional Veteran Jakarta,10.54378,Fakultas Teknik Universitas Pembangunan Nasional Veteran Jakarta,True,20211223
41477,32012,IKENGA International Journal of Institute of African Studies,10.53836,IKENGA International Journal of Institute of African Studies,True,20211223
41479,32018,India Meteorological Department,10.54302,India Meteorological Department,True,20211223
41481,32019,Stephy Publishers,10.53902,Stephy Publishers,True,20211223
41483,32020,Fundacion de Gestion y Desarrollo Comunitario Ecuador,10.53877,Fundacion de Gestion y Desarrollo Comunitario Ecuador,True,20211223
41485,32021,Hellenic Health Services Management Association,10.54042,Hellenic Health Services Management Association,True,20211223
41487,32027,Instituto Electoral del Estado de Mexico,10.53985,Instituto Electoral del Estado de Mexico,True,20211223
41489,32028,Yayasan Kita Menulis,10.53842,Yayasan Kita Menulis,True,20211223
41491,32029,International Scientific Research and Researchers Association,10.53896,International Scientific Research and Researchers Association,True,20211223
41493,32031,AMIK Jakarta Teknologi Cipta Semarang,10.53845,AMIK Jakarta Teknologi Cipta Semarang,True,20211223
41495,32032,International Federation of Medical Students Associations of Brazil (IFMSA Brazil),10.53843,International Federation of Medical Students Associations of Brazil (IFMSA Brazil),True,20211223
41497,32033,FLSF (Felsefe ve Sosyal Bilimler Dergisi),10.53844,FLSF (Felsefe ve Sosyal Bilimler Dergisi),True,20211223
41499,32034,University Goettingen Repository,10.53846,University Goettingen Repository,True,20211223
41501,32038,Sarapulskiy Radiozavod,10.53852,Sarapulskiy Radiozavod,True,20211223
41503,32039,Journal of Learning and Teaching in Digital Age,10.53850,Journal of Learning and Teaching in Digital Age,True,20211223
41505,32043,Associacao Brasileira de Transplantes de Orgaos,10.53855,Associacao Brasileira de Transplantes de Orgaos,True,20211223
41507,32045,National Institute of Maritime Affairs,10.53963,National Institute of Maritime Affairs,True,20211223
41509,32046,Centro de Investigacion y Desarrollo Intelectual,10.53942,Centro de Investigacion y Desarrollo Intelectual,True,20211223
41511,32047,Pusat Penelitian Perkebunan Gula Indonesia,10.54256,Pusat Penelitian Perkebunan Gula Indonesia,True,20211223
41513,32049,EngiScience Publisher,10.53898,EngiScience Publisher,True,20211223
41515,32051,Editorial office of the journal Achievements of Science and Technology of the Agro-Industrial Complex,10.53859,Editorial office of the journal Achievements of Science and Technology of the Agro-Industrial Complex,True,20211223
41517,32052,Universitas Ma'arif Nahdlatul Ulama Kebumen,10.53863,Universitas Ma'arif Nahdlatul Ulama Kebumen,True,20211223
41519,32053,Losari Institute,10.53860,Losari Institute,True,20211223
41521,32054,Politeknik Kesehatan Muhammadiyah Makassar,10.53861,Politeknik Kesehatan Muhammadiyah Makassar,True,20211223
41523,32055,Badan Pengawas Tenaga Nuklir (BAPETEN),10.53862,Badan Pengawas Tenaga Nuklir (BAPETEN),True,20211223
41525,32056,Girijananda Chowdhury Institute of Pharmaceutical Science,10.54059,Girijananda Chowdhury Institute of Pharmaceutical Science,True,20211223
41527,32057,Index of Nursing Journals,10.53926,Index of Nursing Journals,True,20211223
41529,32058,America Latina,10.53927,America Latina,True,20211223
41531,32059,Rights and Resources Initiative,10.53892,Rights and Resources Initiative,True,20211223
41533,32060,Akademi Farmasi Jember,10.53864,Akademi Farmasi Jember,True,20211223
41535,32061,DAS Institute,10.53866,DAS Institute,True,20211223
41537,32062,Wida Publishing,10.53867,Wida Publishing,True,20211223
41539,32063,Seoul Association for Public Administration,10.53865,Seoul Association for Public Administration,True,20211223
41541,32064,CV. DeScience Press,10.53868,CV. DeScience Press,True,20211223
41543,32065,YLPK Mahardhika,10.53869,YLPK Mahardhika,True,20211223
41545,32066,Yayasan Ghalih Pelopor Pendidikan,10.53893,Yayasan Ghalih Pelopor Pendidikan,True,20211223
41547,32068,African Association of Agricultural Economists,10.53936,African Association of Agricultural Economists,True,20211223
41549,32069,Institute of Literature and Art named for M. Auezov,10.53871,Institute of Literature and Art named for M. Auezov,True,20211223
41551,32071,Research Center of Neurology,10.54101,Research Center of Neurology,True,20211223
41553,32072,Institute for Social Sciences & Humanities (Iran Academia),10.53895,Institute for Social Sciences & Humanities (Iran Academia),True,20211223
41555,32073,Universitas Aki,10.53873,Universitas Aki,True,20211223
41557,32074,"Karakoram International University Gilgit, Pakistan",10.53874,"Karakoram International University Gilgit, Pakistan",True,20211223
41559,32076,The International Compositae Alliance,10.53875,The International Compositae Alliance,True,20211223
41561,32078,World Society for Ekistics: Oceanic Group,10.53910,World Society for Ekistics: Oceanic Group,True,20211223
41563,32079,International Journal of Innovative Research and Scientific Studies,10.53894,International Journal of Innovative Research and Scientific Studies,True,20211223
41565,32080,"Faculty of Veterinary Medicine, University of Maiduguri",10.54058,"Faculty of Veterinary Medicine, University of Maiduguri",True,20211223
41567,32083,MAP,10.53880,MAP,True,20211223
41569,32085,Politeknik Pelayaran Sorong,10.54017,Politeknik Pelayaran Sorong,True,20211223
41571,32087,R&D Mediation,10.17601,R&D Mediation,True,20211223
41573,32088,Sosyal Bilimler Arastirmalari Dernegi,10.34111,International Journal of eBusiness and eGovernment Studies - The Social Sciences Research Society,True,20211223
41574,32088,Sosyal Bilimler Arastirmalari Dernegi,10.53881,Journal of Law and Economic Studies,True,20211223
41576,32088,Sosyal Bilimler Arastirmalari Dernegi,10.34109,International Journal of Economics and Finance Studies,True,20211223
41577,32089,Columbia Southern University,10.54093,Columbia Southern University,True,20211223
41579,32090,Chemical Industry Today,10.53884,Chemical Industry Today,True,20211223
41581,32091,Acadres Consulting,10.53882,Acadres Consulting,True,20211223
41583,32092,Russian Transport University,10.53883,Russian Transport University,True,20211223
41585,32093,Tan Tao University,10.53901,Tan Tao University,True,20211223
41587,32094,Afe Babalola University Ado-Ekiti,10.53982,Afe Babalola University Ado-Ekiti,True,20211223
41589,32095,"Central University of Chile, Faculty of Health Sciences. Psychology career.",10.54255,"Central University of Chile, Faculty of Health Sciences. Psychology career.",True,20211223
41591,32096,Sociedade Brasileira de Geriatria e Gerontologia,10.53886,Sociedade Brasileira de Geriatria e Gerontologia,True,20211223
41593,32097,&quot;FAN VA TA'LIM&quot; MCHJ,10.53885,"""FAN VA TA'LIM"" MCHJ",True,20211223
41595,32099,Center of Revival Heritage,10.54721,Center of Revival Heritage,True,20211223
41597,32100,Directorate General of Antiquities & Archaeology,10.54135,Directorate General of Antiquities & Archaeology,True,20211223
41599,32101,"University of Thi-Qar, College of Agriculture and Marshes",10.54174,"University of Thi-Qar, College of Agriculture and Marshes",True,20211223
41601,32102,"Physical Education and Sport Sciences College for Women, Baghdad University",10.54702,"Physical Education and Sport Sciences College for Women, Baghdad University",True,20211223
41603,32103,Korea Arts Convergence Society,10.53890,Korea Arts Convergence Society,True,20211223
41605,32104,Gemilang Maju Publikasi Ilmiah (GMPI),10.53889,Gemilang Maju Publikasi Ilmiah (GMPI),True,20211223
41607,32105,Agron Food Academy,10.53934,Agron Food Academy,True,20211223
41609,32106,Australia Academic Press Pty Ltd,10.53941,Australia Academic Press Pty Ltd,True,20211223
41611,32108,Firm &quot;Znak&quot;,10.53891,"Firm ""Znak""",True,20211223
41613,32109,Academia Publishing Group,10.53935,Academia Publishing Group,True,20211223
41615,32110,Academia de Estudios Educativos y Sociales - ACEES,10.53940,Academia de Estudios Educativos y Sociales - ACEES,True,20211223
41617,32119,Shapovalov Scientific Publishing OU,10.53933,Shapovalov Scientific Publishing OU,True,20211223
41619,32121,Praxis Psicanalitica,10.53900,Praxis Psicanalitica,True,20211223
41621,32125,Qabas Centre for Research and Development,10.53906,Qabas Centre for Research and Development,True,20211223
41623,32126,F. E. Falz-Fein Biosphere Reserve &quot;Askania-Nova&quot; of the National Academy of Agrarian Sciences of Ukraine,10.53904,"F. E. Falz-Fein Biosphere Reserve ""Askania-Nova"" of the National Academy of Agrarian Sciences of Ukraine",True,20211223
41625,32127,INSPIREE: Indonesian Sport Innovation Review,10.53905,INSPIREE: Indonesian Sport Innovation Review,True,20211223
41627,32128,Liberate Science GmbH,10.53962,Liberate Science GmbH,True,20211223
41629,32130,Servicio Navarro de Salud - Osasunbidea,10.54095,Servicio Navarro de Salud - Osasunbidea,True,20211223
41631,32134,"Business, Management & Educational Research",10.53909,"Business, Management & Educational Research",True,20211223
41633,32135,STIE YKPN Yogyakarta,10.53916,STIE YKPN Yogyakarta,True,20211223
41635,32136,Sekolah Tinggi Agama Islam At-tanwir Bojonegoro,10.53915,Sekolah Tinggi Agama Islam At-tanwir Bojonegoro,True,20211223
41637,32137,"Vestnik of Voronezh State Agrarian University, Voronezh SAU",10.53914,"Vestnik of Voronezh State Agrarian University, Voronezh SAU",True,20211223
41639,32140,Innovation Forever Publishing Group Limited,10.53964,Innovation Forever Publishing Group Limited,True,20211223
41641,32141,SA Kultuurileht,10.54013,SA Kultuurileht,True,20211223
41643,32142,ASEAN Neurological Association,10.54029,ASEAN Neurological Association,True,20211223
41645,32143,Aggregate Architectural History Collaborative,10.53965,Aggregate Architectural History Collaborative,True,20211223
41647,32144,ALPPI (Aliansi Pendidik dan Penguji Indonesia),10.53917,ALPPI (Aliansi Pendidik dan Penguji Indonesia),True,20211223
41649,32145,LP2M CBI Press,10.53918,LP2M CBI Press,True,20211223
41651,32146,Academician Yuriy Bugay International Scientific and Technical University,10.53920,Academician Yuriy Bugay International Scientific and Technical University,True,20211223
41653,32147,Institute for Information Transmission Problems of the Russian Academy of Sciences,10.53921,Institute for Information Transmission Problems of the Russian Academy of Sciences,True,20211223
41655,32148,Editora Biblioteca Ocidente,10.53919,Editora Biblioteca Ocidente,True,20211223
41657,32149,Himpunan Sarjana Kesusastran Indonesia Komisariat Sulawesi Tenggara (Hiski-Sultra),10.53922,Himpunan Sarjana Kesusastran Indonesia Komisariat Sulawesi Tenggara (Hiski-Sultra),True,20211223
41659,32150,Aquilon Ltd,10.21267,Aquilon Ltd,True,20211223
41661,32154,South African Association of Public Administration and Management,10.53973,South African Association of Public Administration and Management,True,20211223
41663,32156,International Cultic Studies Association,10.54208,International Cultic Studies Association,True,20211223
41665,32157,Arizona Center for Medieval and Renaissance Studies,10.54027,Arizona Center for Medieval and Renaissance Studies,True,20211223
41667,32158,Red Academica de Diseno - RAD,10.53972,Red Academica de Diseno - RAD,True,20211223
41669,32160,Universidade Nacional Timor Lorosa'e,10.53930,Universidade Nacional Timor Lorosa'e,True,20211223
41671,32161,Wydawnictwo Poznanie,10.53931,Wydawnictwo Poznanie,True,20211223
41673,32162,Arquivos Brasileiros de Alimentacao,10.53928,Arquivos Brasileiros de Alimentacao,True,20211223
41675,32163,Fundacao Escola Superior do Ministerio Publico,10.53929,Fundacao Escola Superior do Ministerio Publico,True,20211223
41677,32168,"National Commission on Research, Science and Technology (NCRST)",10.54421,"National Commission on Research, Science and Technology (NCRST)",True,20211223
41679,32171,Hochschullehrerbund,10.54009,Hochschullehrerbund,True,20211223
41681,32172,Institute of Zoology,10.53937,Institute of Zoology,True,20211223
41683,32173,Akademi Parwiisata Indonesia,10.53938,Akademi Parwiisata Indonesia,True,20211223
41685,32174,National Center for State Scientific and Technical Expertise,10.53939,National Center for State Scientific and Technical Expertise,True,20211223
41687,32175,AKADEMIYA2063,10.54067,AKADEMIYA2063,True,20211223
41689,32177,Hoc Vien Dan Toc,10.54163,Hoc Vien Dan Toc,True,20211223
41691,32178,Librairie Philosophique J.Vrin,10.53984,Librairie Philosophique J.Vrin,True,20211223
41693,32179,Seeds of Science,10.53975,Seeds of Science,True,20211223
41695,32181,Sabia Publisher,10.53987,Sabia Publisher,True,20211223
41697,32182,Sidho-Kanho-Birsha University,10.54280,Sidho-Kanho-Birsha University,True,20211223
41699,32183,Sekolah Tinggi Ilmu Ekonomi Indonesia Medan,10.53950,Sekolah Tinggi Ilmu Ekonomi Indonesia Medan,True,20211223
41701,32184,Sekolah Tinggi Pastoral Atma Reksa Ende,10.53949,Sekolah Tinggi Pastoral Atma Reksa Ende,True,20211223
41703,32185,Yayasan Jaringan Kerja Pendidikan Bali,10.53947,Yayasan Jaringan Kerja Pendidikan Bali,True,20211223
41705,32186,Centro Brasileiro de Estudos do Varejo - CEBRAEV,10.53946,Centro Brasileiro de Estudos do Varejo - CEBRAEV,True,20211223
41707,32187,Sekolah Tinggi Ilmu Syariah Darul Falah Bondowoso,10.53948,Sekolah Tinggi Ilmu Syariah Darul Falah Bondowoso,True,20211223
41709,32188,Central Council for Research in Homoeopathy,10.53945,Central Council for Research in Homoeopathy,True,20211223
41711,32192,Editorial Atlas S.A.,10.53997,Editorial Atlas S.A.,True,20211223
41713,32194,New Literary Observer,10.53953,New Literary Observer,True,20211223
41715,32195,STRATA Publishing House,10.53951,STRATA Publishing House,True,20211223
41717,32196,Polenov Russian State Folk Art House,10.26158,Polenov Russian State Folk Art House,True,20211223
41719,32198,Siberian Branch of Russian Academy of Sciences,10.53954,Siberian Branch of Russian Academy of Sciences,True,20211223
41721,32199,Sekolah Tinggi Agama Islam Denpasar,10.53958,Sekolah Tinggi Agama Islam Denpasar,True,20211223
41723,32200,Institute for Community Justice and Wellbeing,10.53956,Institute for Community Justice and Wellbeing,True,20211223
41725,32201,Lembaga Contrarius Indonesia,10.53955,Lembaga Contrarius Indonesia,True,20211223
41727,32202,C.P. & Berar College,10.53957,C.P. & Berar College,True,20211223
41729,32204,Moses Kotane Institute,10.54202,Moses Kotane Institute,True,20211223
41731,32205,The Canadian Society for the Study of Education/La Societe canadienne pour l'etude de l'education,10.53967,The Canadian Society for the Study of Education/La Societe canadienne pour l'etude de l'education,True,20211223
41733,32206,Citra Institute,10.53968,Citra Institute,True,20211223
41735,32207,PERGIZI PANGAN Indonesia,10.53966,PERGIZI PANGAN Indonesia,True,20211223
41737,32208,Centro Universitario de Occidente de la Universidad de San Carlos de Guatemala,10.53970,Centro Universitario de Occidente de la Universidad de San Carlos de Guatemala,True,20211223
41739,32209,Eurasian Union of Experts on Subsoil,10.53969,Eurasian Union of Experts on Subsoil,True,20211223
41741,32219,Metrodora Publishing,10.54053,Metrodora Publishing,True,20211223
41743,32221,Universitas Muhammadiyah Jambi,10.53978,Universitas Muhammadiyah Jambi,True,20211223
41745,32222,Istanbul Research Institute,10.53979,Istanbul Research Institute,True,20211223
41747,32223,IAHN Gde Pudja Mataram,10.53977,IAHN Gde Pudja Mataram,True,20211223
41749,32224,Madani Institute,10.53976,Madani Institute,True,20211223
41751,32225,(Des)trocos: revista de pensamento radical,10.53981,(Des)trocos: revista de pensamento radical,True,20211223
41753,32226,East Siberia State University of Technology and Management,10.53980,East Siberia State University of Technology and Management,True,20211223
41755,32227,"School of Built Environment & Development Studies, University of KwaZulu-Natal",10.54030,"School of Built Environment & Development Studies, University of KwaZulu-Natal",True,20211223
41757,32228,Coalesce Research Group,10.53996,Coalesce Research Group,True,20211223
41759,32229,Western Society of Criminology,10.54555,Western Society of Criminology,True,20211223
41761,32231,"Faculty of Architecture, Chulalongkorn University",10.54028,"Faculty of Architecture, Chulalongkorn University",True,20211223
41763,32232,International Journal of Management and Development Studies,10.53983,International Journal of Management and Development Studies,True,20211223
41765,32234,American College of Radiology,10.54057,American College of Radiology,True,20211223
41767,32235,Captus Press Inc.,10.54056,Captus Press Inc.,True,20211223
41769,32236,Iberoamerican Journal of Medicine,10.53986,Iberoamerican Journal of Medicine,True,20211223
41771,32237,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (Publications),10.15407,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (Publications),True,20211223
41773,32237,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (Publications),10.22240,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (Publications),True,20211223
41774,32241,Korean Society of Geriatric Neurology,10.53991,Korean Society of Geriatric Neurology,True,20211223
41776,32242,Hellenic Society of Adolescent Medicine,10.54088,Hellenic Society of Adolescent Medicine,True,20211223
